Pixel_X,Pixel_Y,World_X,World_Y
48.24652,40.787853,0.28313,-0.73138
50.65081909090909,40.83208545454546,0.28185727272727273,-0.73138
53.05511818181818,40.87631790909091,0.2805845454545454,-0.73138
55.45941727272727,40.920550363636366,0.27931181818181816,-0.73138
57.863716363636364,40.96478281818182,0.2780390909090909,-0.73138
60.26801545454545,41.009015272727275,0.27676636363636364,-0.73138
62.67231454545454,41.053247727272726,0.27549363636363633,-0.73138
65.07661363636363,41.097480181818185,0.27422090909090907,-0.73138
67.48091272727272,41.141712636363636,0.2729481818181818,-0.73138
69.88521181818182,41.185945090909094,0.27167545454545455,-0.73138
72.28951090909091,41.230177545454545,0.27040272727272724,-0.73138
74.69381,41.27441,0.26913,-0.73138
77.12816272727272,41.31287709090909,0.2678572727272727,-0.73138
79.56251545454545,41.351344181818185,0.2665845454545454,-0.73138
81.99686818181817,41.38981127272727,0.26531181818181815,-0.73138
84.43122090909091,41.428278363636366,0.2640390909090909,-0.73138
86.86557363636364,41.46674545454545,0.2627663636363636,-0.73138
89.29992636363636,41.50521254545455,0.2614936363636363,-0.73138
91.73427909090908,41.543679636363635,0.260220909090909,-0.73138
94.16863181818181,41.58214672727273,0.25894818181818174,-0.73138
96.60298454545455,41.620613818181816,0.2576754545454545,-0.73138
99.03733727272727,41.65908090909091,0.25640272727272717,-0.73138
101.47169,41.697548,0.2551299999999999,-0.73138
103.87411181818182,41.73496636363636,0.25385727272727265,-0.73138
106.27653363636364,41.77238472727272,0.25258454545454534,-0.73138
108.67895545454545,41.80980309090909,0.2513118181818181,-0.73138
111.08137727272727,41.847221454545455,0.2500390909090908,-0.73138
113.48379909090909,41.88463981818182,0.24876636363636354,-0.73138
115.88622090909091,41.92205818181818,0.24749363636363628,-0.73138
118.28864272727273,41.95947654545454,0.246220909090909,-0.73138
120.69106454545454,41.996894909090905,0.24494818181818173,-0.73138
123.09348636363637,42.034313272727275,0.24367545454545445,-0.73138
125.49590818181818,42.07173163636364,0.2424027272727272,-0.73138
127.89833,42.10915,0.2411299999999999,-0.73138
130.32198181818183,42.153960545454545,0.23985727272727264,-0.73138
132.74563363636364,42.19877109090909,0.23858454545454538,-0.73138
135.16928545454545,42.243581636363636,0.2373118181818181,-0.73138
137.59293727272728,42.28839218181818,0.23603909090909084,-0.73138
140.0165890909091,42.33320272727273,0.23476636363636358,-0.73138
142.4402409090909,42.37801327272727,0.23349363636363632,-0.73138
144.86389272727274,42.42282381818182,0.23222090909090906,-0.73138
147.28754454545455,42.467634363636364,0.2309481818181818,-0.73138
149.71119636363636,42.51244490909091,0.22967545454545452,-0.73138
152.1348481818182,42.557255454545455,0.22840272727272726,-0.73138
154.5585,42.602066,0.22713,-0.73138
156.98341727272728,42.658168454545454,0.2258572727272727,-0.73138
159.40833454545455,42.71427090909091,0.22458454545454545,-0.73138
161.83325181818182,42.77037336363637,0.22331181818181817,-0.73138
164.2581690909091,42.82647581818182,0.2220390909090909,-0.73138
166.68308636363636,42.88257827272727,0.22076636363636362,-0.73138
169.10800363636363,42.938680727272725,0.21949363636363636,-0.73138
171.5329209090909,42.99478318181818,0.21822090909090908,-0.73138
173.95783818181818,43.05088563636363,0.21694818181818182,-0.73138
176.38275545454545,43.10698809090909,0.21567545454545453,-0.73138
178.80767272727272,43.163090545454544,0.21440272727272727,-0.73138
